mno_gekokujo_bio|阅 读 {playername} 的 传 记 。 。 。 
mno_gekokujo_encounter_rate_0|随 机 遭 遇 ( 当 前 启 用 建 议 关 闭 ) 
mno_gekokujo_encounter_rate_1|随 机 遭 遇 ( 当 前 减 少 建 议 关 闭 ) 
mno_gekokujo_encounter_rate_2|随 机 遭 遇 ( 当 前 关 闭 ) 
mno_gekokujo_disable_companion_quit|禁 用 同 伴 退 出 
mno_gekokujo_enable_companion_quit|启 用 同 伴 退 出 
mno_gekokujo_disable_new_sieges|围 城 战 有 城 门 
mno_gekokujo_enable_new_sieges|老 式 围 城 战 
mno_gekokujo_enable_samurai_penalty|1 名 武 士 占 用 1 人 数 单 位 
mno_gekokujo_disable_samurai_penalty|1 名 武 士 占 用 2 人 数 单 位 
mno_gekokujo_disable_cheat|启 用 作 弊 模 式 
mno_gekokujo_enable_cheat|关 闭 作 弊 模 式 
mno_gekokujo_cheat_menu|下 克 上 作 弊 菜 单 
menu_cheat_gekokujo|选 择 作 弊 内 容 ， 
mno_gekokujo_companions|找 到 所 有 的 同 伴 ...
mno_gekokujo_enter_scene|输 入 一 个 特 殊 的 场 景 进 行 编 辑 ...
mno_gekokujo_instant_army|组 建 一 支 军 队 ...
menu_gekokujo_companions|{s1}
menu_cheat_enter_scene|选 择 一 个 场 景 ， 
mno_camp_cheat_enter_scene_1|进 入 场 景 ， 桥 1
mno_camp_cheat_enter_scene_2|进 入 场 景 ， 桥 2 
mno_camp_cheat_enter_scene_3|进 入 场 景 ， 桥 3 
mno_camp_cheat_enter_scene_4|进 入 场 景 ， 道 路 1
mno_camp_cheat_enter_scene_5|进 入 场 景 ， 道 路 2 
mno_camp_cheat_enter_scene_7|进 入 场 景 ， 海 1 (小 vs 小 )
mno_camp_cheat_enter_scene_8|进 入 场 景 ， 海 2 (小 vs 中 )
mno_camp_cheat_enter_scene_9|进 入 场 景 ， 海 3 (中 vs 小 )
mno_camp_cheat_enter_scene_10|进 入 场 景 ， 海 4 (中 vs 中 )
mno_camp_cheat_enter_scene_11|进 入 场 景 ， 岛 1 (小 vs 大 )
mno_camp_cheat_enter_scene_12|进 入 场 景 ， 岛 2 (中 vs 大 )
mno_camp_cheat_enter_scene_13|进 入 场 景 ， 岛 3 (大 vs 小 )
mno_camp_cheat_enter_scene_14|进 入 场 景 ， 岛 4 (大 vs 中 )
mno_camp_cheat_enter_scene_15|进 入 场 景 ， 岛 5 (大 vs 大 )
mno_camp_cheat_enter_scene_16|进 入 场 景 ， 岛 6 (大 vs 大 )
menu_cheat_enter_scene_p2|选 择 一 个 场 景 ， 
mno_camp_cheat_enter_scene_17|进 入 场 景 ， 濑 户 海 盗 巢 穴 
mno_camp_cheat_enter_scene_18|进 入 场 景 ， 关 东 叛 军 巢 穴 
mno_camp_cheat_enter_scene_19|进 入 场 景 ， 虾 夷 勇 士 巢 穴 
mno_camp_cheat_enter_scene_20|进 入 场 景 ， 信 浓 叛 军 巢 穴 
mno_camp_cheat_enter_scene_21|进 入 场 景 ， 倭 寇 海 盗 巢 穴 
mno_camp_cheat_enter_scene_22|进 入 场 景 ， 畿 内 海 盗 巢 穴 
mno_camp_cheat_enter_scene_23|进 入 场 景 ， 一 向 一 揆 巢 穴 
mno_camp_cheat_enter_scene_24|进 入 场 景 ， 大 厦 巢 穴 
menu_cheat_enter_scene_p3|选 择 一 个 场 景 ， 
mno_camp_cheat_enter_scene_25|输 入 场 景 ， 企 业 
mno_camp_cheat_enter_scene_26|输 入 场 景 ， 街 头 遭 遇 
mno_camp_cheat_enter_scene_27|输 入 场 景 ， 商 店 遭 遇 
mno_camp_cheat_enter_scene_28|输 入 场 景 ， 公 馆 遭 遇 
mno_camp_cheat_enter_scene_29|输 入 场 景 ， 农 场 遭 遇 
mno_camp_cheat_enter_scene_30|输 入 场 景 ， 道 路 遭 遇 
mno_camp_cheat_enter_scene_31|输 入 场 景 ， 森 林 遭 遇 
mno_camp_cheat_enter_scene_32|输 入 场 景 ， 河 流 遭 遇 
menu_gekokujo_bio|{s1}
menu_camp_action|选 择 你 要 做 的 事 ， 
mno_camp_recruit_prisoners|从 俘 虏 中 募 兵 
mno_action_read_book|选 一 本 书 读 
mno_action_rename_kingdom|重 命 名 你 的 势 力 
mno_action_change_vassal_title|改 变 你 的 贵 族 称 号 
mno_action_modify_factions_color|重 新 染 色 你 的 地 图 
mno_change_culture|改 变 派 系 文 化 
mno_action_retire|从 冒 险 中 退 出 
mno_camp_action_4|退 回 营 地 选 单 
menu_camp_dialog|你 想 和 谁 说 话 ？ 
mno_lord_dialog|跟 任 何 有 空 的 大 名 / 女 士 交 谈 。 
mno_constable_dialog|与 您 的 总 奉 行 联 系 。 
mno_chancellor_dialog|跟 你 的 军 奉 行 谈 谈 。 
mno_minister_dialog|跟 你 的 家 老 谈 谈 。 
mno_chamberlain_dialog|和 你 的 藏 奉 行 谈 谈 。 
mno_spouse_dialog|和 你 的 {s8}, {s4} 谈 谈 。 
mno_camp_dialog_4|回 到 营 地 菜 单 。 
menu_camp_recruit_prisoners|你 答 应 这 些 俘 虏 ， 如 果 他 们 加 入 你 的 话 ， 你 就 给 他 们 以 自 由 。 {s18}
mno_camp_recruit_prisoners_accept|接 受 
mno_camp_recruit_prisoners_reject|拒 绝 
menu_camp_no_prisoners|你 没 有 俘 虏 可 以 招 募 
menu_camp_action_read_book|选 一 本 书 读 ， 
mno_action_read_book_1|{s1}。 
mno_action_read_book_2|{s1}。 
mno_action_read_book_3|{s1}。 
mno_action_read_book_4|{s1}。 
mno_action_read_book_5|{s1}。 
mno_action_read_book_6|{s1}。 
mno_action_read_book_7|{s1}。 
menu_camp_action_read_book_start|{s1}
menu_faction_culture_change|哪 个 阵 营 ? 
mno_Uesugi|上 杉 
mno_Date|伊 达 
mno_Oda|织 田 
mno_Mori|毛 利 
mno_Takeda|武 田 
mno_Tokugawa|德 川 
mno_next_page1|下 一 页 
menu_faction_culture_change1|哪 个 阵 营 ? 
mno_Miyoshi|三 好 
mno_Amako|尼 子 
mno_Otomo|大 友 
mno_Nanbu|南 部 
mno_Asakura|朝 仓 
mno_previous_page|上 一 页 
mno_next_page2|下 一 页 
menu_faction_culture_change2|哪 个 阵 营 ? 
mno_Chosokabe|长 宗 我 部 
mno_Hojo|北 条 
mno_Mogami|最 上 
mno_Shimazu|岛 津 
mno_Ryuzoji|龙 造 寺 
menu_faction_culture_change3|哪 个 阵 营 ? 
mno_Satake|佐 竹 
mno_Satomi|里 见 
mno_Ukita|浦 上 
mno_Akamatsu|赤 松 
mno_Ikko-Ikki|一 向 宗 
mno_Ito|伊 东 
mno_Ashikaga|足 利 幕 府 
mno_Imagawa|今 川 
mno_Saito|斋 藤 
mno_Sokudo|自 定 义 
menu_retirement_verify|你 现 在 的 时 间 是 {reg0}天 。 运 气 是 {reg1}。 你 确 实 想 要 从 这 场 冒 险 中 退 出 吗 ？ 
mno_retire_yes|是 的 
mno_retire_no|不 
menu_end_game|去 意 已 决 ， 你 决 定 放 弃 冒 险 者 的 生 活 ， 并 定 居 下 来 。 你 卖 掉 了 所 有 的 武 器 与 护 甲 ， 收 拾 起 行 囊 ， 策 马 奔 向 夕 阳 的 余 辉 之 中 ...
mno_end_game_bye|再 会 
menu_cattle_herd|你 遇 到 了 一 群 牛 。 
mno_cattle_drive_away|赶 走 他 们 。 
mno_cattle_stop|把 他 们 带 到 一 个 休 息 点 。 
mno_cattle_kill|屠 宰 其 中 的 一 些 。 
mno_leave|离 开 
menu_cattle_herd_kill|你 想 屠 宰 几 头 ？ 
mno_cattle_kill_1|一 。 
mno_cattle_kill_2|二 。 
mno_cattle_kill_3|三 。 
mno_cattle_kill_4|四 。 
mno_cattle_kill_5|五 。 
menu_arena_duel_fight|你 和 你 的 对 手 准 备 决 斗 。 
menu_simple_encounter|{s2}你 将 以 {reg10}人 的 部 队 迎 战 对 手 {reg11}人 。 
mno_encounter_attack_plan|设 定 作 战 计 划 
mno_encounter_attack_do_plan|完 美 的 计 划 ， 出 击 ！ 
mno_encounter_attack_clear_plan|重 新 评 估 
mno_encounter_attack_hold|坚 守 此 地 ！ 
mno_encounter_attack_follow|合 战 。 
mno_encounter_attack|突 击 ！ 
mno_encounter_order_attack|后 方 下 令 。 
mno_encounter_leave|撤 退 。 
mno_encounter_retreat|兵 士 殿 后 ， 撤 退 。 
mno_encounter_surrender|降 伏 。 
menu_encounter_retreat_confirm|队 员 中 最 高 战 术 技 能 为 {reg2}级 ， 因 此 {reg3? 你 制 定 ， {s3}制 定 }了 一 个 计 划 ， 来 让 你 和 你 大 部 分 的 部 队 可 以 活 着 退 出 战 斗 ， 但 是 你 必 须 牺 牲 {reg4}个 战 士 来 进 行 掩 护 。 
mno_leave_behind|实 行 计 划 。 以 牺 牲 掉 那 些 人 的 代 价 拯 救 剩 下 的 部 队 。 
mno_dont_leave_behind|不 ， 我 们 不 会 牺 牲 任 何 一 个 战 友 。 
menu_encounter_retreat|你 命 令 {reg4}名 战 士 负 责 在 大 部 队 撤 退 的 时 候 拖 住 敌 人 前 进 的 步 伐 。 
menu_order_attack_begin|你 的 部 队 已 经 做 好 了 战 斗 准 备 。 
mno_order_attack_begin|下 令 攻 击 。 
mno_call_back|后 撤 。 
menu_order_attack_2|{s4}^^ 我 军 人 员 伤 亡 ， {s8}^^ 敌 军 人 员 伤 亡 ， {s9}
mno_order_attack_continue|继 续 攻 击 。 
mno_order_retreat|让 你 的 士 兵 撤 回 来 。 
menu_battle_debrief|{s11}伤 亡 ， ^^ 我 军 伤 亡 ， {s8}{s10}^^ 敌 军 伤 亡 ， {s9}
menu_total_victory|你 不 该 看 这 个 ... {s9}
menu_enemy_slipped_away|{s17}
menu_permanent_damage|{s0}
mno_s0|{s0}
menu_pre_join|你 遇 到 {s2}正 在 攻 击 {s1}， 你 决 定 ...
mno_pre_join_help_attackers|对 {s4}的 {s2}施 以 援 手 。 
mno_pre_join_help_defenders|对 {s3}的 {s1}施 以 援 手 。 
mno_pre_join_leave|不 卷 入 纷 争 。 
menu_join_battle|你 决 定 帮 助 {s2}对 抗 {s1}， 你 将 有 {reg10}名 士 兵 参 加 战 斗 对 抗 {reg11}个 敌 人 。 
mno_join_attack_plan|计 划 如 何 攻 击 你 的 敌 人 。 
mno_join_attack_do_plan|完 美 的 计 划 ， 出 击 ！ 
mno_join_attack_clear_plan|重 新 评 估 
mno_join_attack_hold|坚 守 此 地 ！ 
mno_join_attack_follow|合 战 ！ 
mno_join_attack|突 击 ！ 
mno_join_order_attack|派 兵 驰 援 。 
mno_join_leave|离 开 。 
mno_join_wounded|你 在 战 斗 中 被 击 成 重 伤 了 ！ 
menu_join_order_attack|{s4}^^ 我 军 伤 亡 ， {s8}^^ 盟 军 伤 亡 ， {s9}^^ 敌 军 伤 亡 ， {s10}
menu_zendar|你 进 入 了 禅 达 镇 。 
mno_zendar_enter|【 进 入 】 
mno_zendar_enter_door|去 镇 广 场 。 
mno_zendar_tavern|【 进 入 】 
mno_zendar_tavern_door|进 入 酒 馆 。 
mno_zendar_merchant|【 进 入 】 
mno_zendar_merchant_door|进 入 商 店 。 
mno_zendar_arena|【 进 入 】 
mno_zendar_arena_door|进 入 竞 技 场 。 
mno_town_1_leave|【 进 入 】 
menu_salt_mine|你 进 入 了 盐 矿 。 
mno_enter|进 入 
menu_four_ways_inn|你 进 入 了 四 方 客 栈 。 
menu_test_scene|你 进 入 了 测 试 场 景 。 
menu_dhorak_keep|你 进 入 了 多 拉 克 要 塞 。 
